Group;Group_Simple;Order;Common_Name;Dominant_Frequency;Log_Dominant_Frequency;Scientific_Name;Scientific_Name_(Replacement_Species);Frequency;Log_Frequency;Weight;Log_Weight;Environement;Mastication;Congregatory;Group_Size;Log_Group_Size;Chewing_Rate;Log_Chewing_Rate;Ref
Aves;Aves;Casuariiformes;Emu;;;Dromaius novaehollandiae;Dromaius novaehollandiae;0.95185828;-0.02142771;42.5;1.62838893;Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.13
Aves;Aves;Charadriiformes;Eurasian Oystercatcher;2928.515625;3.466647546;Haematopus ostralegus;Haematopus ostralegus;5.57440835;0.74619878;1.245;0.09516935;Shore;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.01
Aves;Aves;Charadriiformes;Eurasian Oystercatcher;3122.314453;3.494476639;Haematopus ostralegus;Haematopus ostralegus;avr.75;0.67094128;1.245;0.09516935;Shore;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.02
Aves;Aves;Charadriiformes;Eurasian Oystercatcher;3036.181641;3.48232775;Haematopus ostralegus;Haematopus ostralegus;4.52782654;0.65588978;1.245;0.09516935;Shore;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.03
Aves;Aves;Charadriiformes;Eurasian Oystercatcher;2777.783203;3.443698347;Haematopus ostralegus;Haematopus ostralegus;6.8629017;0.83650778;1.245;0.09516935;Shore;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.04
Aves;Aves;Charadriiformes;Eurasian Oystercatcher;2648.583984;3.423013749;Haematopus ostralegus;Haematopus ostralegus;6.62912607;0.82145628;1.245;0.09516935;Shore;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.05
Aves;Aves;Charadriiformes;Eurasian Stone Curlew;2627.050781;3.419468468;Burhinus oedicnemus;Burhinus oedicnemus;1.171875;0.06888129;0.4365;-0.36001575;Open;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.06
Aves;Aves;Charadriiformes;Eurasian Stone Curlew;2734.716797;3.436912358;Burhinus oedicnemus;Burhinus oedicnemus;1.44274736;0.15919029;0.4365;-0.36001575;Open;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.07
Aves;Aves;Charadriiformes;Eurasian Stone Curlew;2691.650391;3.43001865;Burhinus oedicnemus;Burhinus oedicnemus;1.54629833;0.18929329;0.4365;-0.36001575;Open;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.08
Aves;Aves;Charadriiformes;Eurasian Stone Curlew;2260.986328;3.354297936;Burhinus oedicnemus;Burhinus oedicnemus;1.54629833;0.18929329;0.4365;-0.36001575;Open;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.09
Aves;Aves;Charadriiformes;Eurasian Stone Curlew;2067.1875;3.31537987;Burhinus oedicnemus;Burhinus oedicnemus;1.54629833;0.18929329;0.4365;-0.36001575;Open;No;No;2;0.301029996;;;EFSA (European Food Safety Authority).ÿIppolito. A.ÿFocks. A.ÿRundl”f. M.ÿArce. A.ÿMarchesi. M.ÿNeri. FM.ÿSzentes. Cs.ÿRortais. AÿandÿAuteri. D.ÿ2021.ÿAnalysis of background variability of honey bee colony size.ÿEFSA supporting publicationÿ2021:ÿ18(ÿ3):EN-6518. 79 pp. doi:10.2903/sp.efsa.2021.EN-6518
Aves;Aves;Accipitriformes;Golden Eagle;1291.992188;3.111259888;Aquila chrysaetos;Aquilaheliaca;3.43145085;0.53547778;4.755;0.67715052;Open;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.01
Aves;Aves;Accipitriformes;Golden Eagle;1205.859375;3.081296664;Aquila chrysaetos;Aquilaheliaca;3.67773796;0.56558078;4.755;0.67715052;Open;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.02
Aves;Aves;Accipitriformes;Golden Eagle;1335.058594;3.125500327;Aquila chrysaetos;Aquilaheliaca;3.20165685;0.50537478;4.755;0.67715052;Open;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.03
Aves;Aves;Accipitriformes;Golden Eagle;1313.525391;3.118438472;Aquila chrysaetos;Aquilaheliaca;3.20165685;0.50537478;4.755;0.67715052;Open;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.04
Aves;Aves;Accipitriformes;Golden Eagle;1894.921875;3.277591309;Aquila chrysaetos;Aquilaheliaca;2.42640217;0.38496279;4.755;0.67715052;Open;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.05
Aves;Aves;Musophagiformes;Great Blue Turacoo;904.3945313;2.956357928;Corythaeola cristata;Corythaeola cristata;9.375;0.97197128;1.0265;0.01135895;Closed;No;Yes;06.mai;0.812913357;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.01
Aves;Aves;Musophagiformes;Great Blue Turacoo;882.8613281;2.945892494;Corythaeola cristata;Corythaeola cristata;9.05565308;0.95691978;1.0265;0.01135895;Closed;No;Yes;06.mai;0.812913357;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.02
Aves;Aves;Musophagiformes;Great Blue Turacoo;968.9941406;2.986321151;Corythaeola cristata;Corythaeola cristata;8.16141153;0.91176528;1.0265;0.01135895;Closed;No;Yes;06.mai;0.812913357;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.03
Aves;Aves;Musophagiformes;Great Blue Turacoo;882.8613281;2.945892494;Corythaeola cristata;Corythaeola cristata;7.35547592;0.86661078;1.0265;0.01135895;Closed;No;Yes;06.mai;0.812913357;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.04
Aves;Aves;Musophagiformes;Great Blue Turacoo;882.8613281;2.945892494;Corythaeola cristata;Corythaeola cristata;7.10492141;0.85155928;1.0265;0.01135895;Closed;No;Yes;06.mai;0.812913357;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.05
Aves;Aves;Bucerotiformes;Green Wood Hoopoe;2304.052734;3.362492415;Phoeniculus purpureus;Phoeniculus purpureus;11.9490059;1.07733178;0.0765;-1.11633857;Semi-Closed;No;Yes;3;0.477121255;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.06
Aves;Aves;Bucerotiformes;Green Wood Hoopoe;1851.855469;3.267607088;Phoeniculus purpureus;Phoeniculus purpureus;13.2582522;1.12248627;0.0765;-1.11633857;Semi-Closed;No;Yes;3;0.477121255;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.07
Aves;Aves;Bucerotiformes;Green Wood Hoopoe;2691.650391;3.43001865;Phoeniculus purpureus;Phoeniculus purpureus;9.70560866;0.98702278;0.0765;-1.11633857;Semi-Closed;No;Yes;3;0.477121255;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.08
Aves;Aves;Bucerotiformes;Green Wood Hoopoe;1571.923828;3.196431497;Phoeniculus purpureus;Phoeniculus purpureus;7.88340389;0.89671378;0.0765;-1.11633857;Semi-Closed;No;Yes;3;0.477121255;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.09
Aves;Aves;Bucerotiformes;Green Wood Hoopoe;1421.191406;3.152652573;Phoeniculus purpureus;Phoeniculus purpureus;12.8066274;1.10743478;0.0765;-1.11633857;Semi-Closed;No;Yes;3;0.477121255;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.10
Aves;Aves;Opisthocomiformes;Hoatzin;1442.724609;3.15918344;Ophisthocomus hoazin;Ophisthocomus hoazin;2.88549472;0.46022028;0.8;-0.09691001;Closed;No;Yes;3;0.477121255;;;STRAHL. S.D. (1988). The social organization and behaviour of the HoatzinÿOpisthocomus hoazinÿin central Venezuela. Ibis. 130: 483-502.ÿhttps://doi.org/10.1111/j.1474-919X.1988.tb02714.x
Aves;Aves;Opisthocomiformes;Hoatzin;1378.125;3.139288611;Ophisthocomus hoazin;Ophisthocomus hoazin;4.52782654;0.65588978;0.8;-0.09691001;Closed;No;Yes;3;0.477121255;;;STRAHL. S.D. (1988). The social organization and behaviour of the HoatzinÿOpisthocomus hoazinÿin central Venezuela. Ibis. 130: 483-502.ÿhttps://doi.org/10.1111/j.1474-919X.1988.tb02714.x
Aves;Aves;Opisthocomiformes;Hoatzin;1571.923828;3.196431497;Ophisthocomus hoazin;Ophisthocomus hoazin;4.22461154;0.62578678;0.8;-0.09691001;Closed;No;Yes;3;0.477121255;;;STRAHL. S.D. (1988). The social organization and behaviour of the HoatzinÿOpisthocomus hoazinÿin central Venezuela. Ibis. 130: 483-502.ÿhttps://doi.org/10.1111/j.1474-919X.1988.tb02714.x
Aves;Aves;Opisthocomiformes;Hoatzin;1464.257813;3.16561755;Ophisthocomus hoazin;Ophisthocomus hoazin;4.22461154;0.62578678;0.8;-0.09691001;Closed;No;Yes;3;0.477121255;;;STRAHL. S.D. (1988). The social organization and behaviour of the HoatzinÿOpisthocomus hoazinÿin central Venezuela. Ibis. 130: 483-502.ÿhttps://doi.org/10.1111/j.1474-919X.1988.tb02714.x
Aves;Aves;Opisthocomiformes;Hoatzin;1873.388672;3.27262789;Ophisthocomus hoazin;Ophisthocomus hoazin;3.09259667;0.49032328;0.8;-0.09691001;Closed;No;Yes;3;0.477121255;;;STRAHL. S.D. (1988). The social organization and behaviour of the HoatzinÿOpisthocomus hoazinÿin central Venezuela. Ibis. 130: 483-502.ÿhttps://doi.org/10.1111/j.1474-919X.1988.tb02714.x
Aves;Aves;Passeriformes;House Sparrow;3940.576172;3.595559727;Passer domesticus;Passer domesticus;2.26391327;0.35485979;0.01966667;-1.70626924;Semi-Closed;No;Yes;7;0.84509804;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.04
Aves;Aves;Passeriformes;House Sparrow;3596.044922;3.555825108;Passer domesticus;Passer domesticus;1.60082843;0.20434479;0.01966667;-1.70626924;Semi-Closed;No;Yes;7;0.84509804;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.05
Aves;Aves;Passeriformes;House Sparrow;4048.242188;3.607266486;Passer domesticus;Passer domesticus;2.18679607;0.33980829;0.01966667;-1.70626924;Semi-Closed;No;Yes;7;0.84509804;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.06
Aves;Aves;Passeriformes;House Sparrow;3660.644531;3.563557559;Passer domesticus;Passer domesticus;1.77623035;0.24949929;0.01966667;-1.70626924;Semi-Closed;No;Yes;7;0.84509804;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.07
Aves;Aves;Passeriformes;House Sparrow;3962.109375;3.59792646;Passer domesticus;Passer domesticus;1.25598453;0.09898429;0.01966667;-1.70626924;Semi-Closed;No;Yes;7;0.84509804;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.08
Aves;Aves;Piciformes;Iberian Green Woodpecker;2304.052734;3.362492415;Picus sharpei;Picus canus;7.61486622;0.88166228;0.194;-0.71219827;Semi-Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.08
Aves;Aves;Piciformes;Iberian Green Woodpecker;2454.785156;3.390013488;Picus sharpei;Picus canus;7.88340389;0.89671378;0.194;-0.71219827;Semi-Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.09
Aves;Aves;Piciformes;Iberian Green Woodpecker;2390.185547;3.378431616;Picus sharpei;Picus canus;8.7471843;0.94186828;0.194;-0.71219827;Semi-Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.10
Aves;Aves;Piciformes;Iberian Green Woodpecker;2153.320313;3.333108637;Picus sharpei;Picus canus;6.4033137;0.80640478;0.194;-0.71219827;Semi-Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.11
Aves;Aves;Piciformes;Iberian Green Woodpecker;2260.986328;3.354297936;Picus sharpei;Picus canus;6.18519333;0.79135328;0.194;-0.71219827;Semi-Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.12
Aves;Aves;Eurypygiformes;Kagu;1162.792969;3.065502397;Rhynochetos jubatus;;4.08070577;0.61073528;0.9;-0.04575749;Closed;No;Yes;3;0.477121255;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.12
Aves;Aves;Eurypygiformes;Kagu;1313.525391;3.118438472;Rhynochetos jubatus;;4.52782654;0.65588978;0.9;-0.04575749;Closed;No;Yes;3;0.477121255;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.13
Aves;Aves;Eurypygiformes;Kagu;1356.591797;3.132449187;Rhynochetos jubatus;;3.80743311;0.58063228;0.9;-0.04575749;Closed;No;Yes;3;0.477121255;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.14
Aves;Aves;Eurypygiformes;Kagu;1227.392578;3.088983493;Rhynochetos jubatus;;3.67773796;0.56558078;0.9;-0.04575749;Closed;No;Yes;3;0.477121255;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.15
Aves;Aves;Eurypygiformes;Kagu;1162.792969;3.065502397;Rhynochetos jubatus;;3.67773796;0.56558078;0.9;-0.04575749;Closed;No;Yes;3;0.477121255;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.16
Aves;Aves;Coraciiformes;Laughing Kookaburra;2260.986328;3.354297936;Dacelo novaeguineae;Dacelo novaeguineae;8.7471843;0.94186828;0.3295;-0.48214458;Closed;No;Yes;04.mai;0.653212514;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.15
Aves;Aves;Coraciiformes;Laughing Kookaburra;1119.726563;3.049111981;Dacelo novaeguineae;Dacelo novaeguineae;10.7690471;1.03217728;0.3295;-0.48214458;Closed;No;Yes;04.mai;0.653212514;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.16
Aves;Aves;Coraciiformes;Laughing Kookaburra;1744.189453;3.241593656;Dacelo novaeguineae;Dacelo novaeguineae;16.3228231;1.21279527;0.3295;-0.48214458;Closed;No;Yes;04.mai;0.653212514;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.17
Aves;Aves;Coraciiformes;Laughing Kookaburra;1981.054688;3.296896465;Dacelo novaeguineae;Dacelo novaeguineae;5.57440835;0.74619878;0.3295;-0.48214458;Closed;No;Yes;04.mai;0.653212514;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.18
Aves;Aves;Coraciiformes;Laughing Kookaburra;1571.923828;3.196431497;Dacelo novaeguineae;Dacelo novaeguineae;10.4022138;1.01712578;0.3295;-0.48214458;Closed;No;Yes;04.mai;0.653212514;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.19
Aves;Aves;Passeriformes;Lesser Bird Of Paradise;2799.316406;3.447051989;Paradisaea minor;Paradisaearaggiana;2.60055345;0.41506578;0.2205;-0.65659141;Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.20
Aves;Aves;Passeriformes;Lesser Bird Of Paradise;2024.121094;3.306236491;Paradisaea minor;Paradisaearaggiana;4.22461154;0.62578678;0.2205;-0.65659141;Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.21
Aves;Aves;Passeriformes;Lesser Bird Of Paradise;2002.587891;3.301591586;Paradisaea minor;Paradisaearaggiana;3.67773796;0.56558078;0.2205;-0.65659141;Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.22
Aves;Aves;Passeriformes;Lesser Bird Of Paradise;2217.919922;3.345945862;Paradisaea minor;Paradisaearaggiana;2.98725147;0.47527178;0.2205;-0.65659141;Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.23
Aves;Aves;Passeriformes;Lesser Bird Of Paradise;2024.121094;3.306236491;Paradisaea minor;Paradisaearaggiana;2.60055345;0.41506578;0.2205;-0.65659141;Closed;No;No;2;0.301029996;;;Turner. D. A. and G. M. Kirwan (2020) version 1.0. In Birds of the World (J. del Hoyo. A. Elliott. J. Sargatal. D. A. Christie. and E. de Juana. Editors). Cornell Lab of Ornithology. Ithaca. NY. USA.ÿhttps://doi.org/10.2173/bow.grbtur1.24
Aves;Aves;Phoenicopteriformes;Lesser Flamingo;;;Phoeniconaias minor;Phoenicopterus roseus;3.94170195;0.59568378;janv.75;0.24303805;Shore;No;Yes;1257500;6.099507994;;;
Aves;Aves;Phoenicopteriformes;Lesser Flamingo;;;Phoeniconaias minor;Phoenicopterus roseus;5.38452354;0.73114728;janv.75;0.24303805;Shore;No;Yes;1257500;6.099507994;;;
Aves;Aves;Phoenicopteriformes;Lesser Flamingo;;;Phoeniconaias minor;Phoenicopterus roseus;4.37359215;0.64083828;janv.75;0.24303805;Shore;No;Yes;1257500;6.099507994;;;
Aves;Aves;Phoenicopteriformes;Lesser Flamingo;;;Phoeniconaias minor;Phoenicopterus roseus;2.98725147;0.47527178;janv.75;0.24303805;Shore;No;Yes;1257500;6.099507994;;;
Aves;Aves;Phoenicopteriformes;Lesser Flamingo;;;Phoeniconaias minor;Phoenicopterus roseus;4.85280433;0.68599278;janv.75;0.24303805;Shore;No;Yes;1257500;6.099507994;;;
Aves;Aves;Phoenicopteriformes;Lesser Flamingo;;;Phoeniconaias minor;Phoenicopterus roseus;3.94170195;0.59568378;janv.75;0.24303805;Shore;No;Yes;1257500;6.099507994;;;
Aves;Aves;Phoenicopteriformes;Lesser Flamingo;;;Phoeniconaias minor;Phoenicopterus roseus;5.38452354;0.73114728;janv.75;0.24303805;Shore;No;Yes;1257500;6.099507994;;;
